frame_id,dataset,source_video_id,frame_seconds,width,height,assigned_quota,assigned_batch_id,time_of_day,weather,lighting_type,is_indoor,people_count_bucket,has_clearly_visible_person,has_open_floor_or_ground_space,person_holding_object,has_wall_signage_visible,has_traffic_light_visible,traffic_light_state,has_stop_sign_visible,has_road_sign_visible,has_clear_road_ahead,vehicle_count_in_scene,has_visible_damage,has_undamaged_surface_target,has_handheld_object_visible,has_open_surface_space,family,tier,pool,assigned_variant,assigned_prompt_template,assigned_prompt_filled,flagged,flagged_reason,hero_candidate,target_time,target_weather,target_lighting,target_crowd,param_location,param_activity,param_clothing,param_original_object,param_new_object,param_person_reference,param_signage_type,param_current_color,param_target_color,param_hazard_type,param_vehicle_description,param_damage_type,param_surface_type,param_object_description,param_scene_type,param_time,param_count,param_setting,param_weather,param_traffic_density,param_scene,param_subject,t1_subtype,t2_subtype,assigned_item_id
T3_cctv_B_005,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: parking lot. Time of day: night. Number of visible people: 2. Activity: walking through the frame. Lighting consistent with night and parking lot. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,walking through the frame,,,,,,,,,,,,,parking lot,night,2,,,,,,,,item_00740_cctv_T3_train_B
T3_cctv_B_006,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: retail entrance. Time of day: midday. Number of visible people: 4. Activity: entering the building. Lighting consistent with midday and retail entrance. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,entering the building,,,,,,,,,,,,,retail entrance,midday,4,,,,,,,,item_00741_cctv_T3_train_B
T3_cctv_B_007,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: lobby. Time of day: evening. Number of visible people: 1. Activity: loitering near the entrance. Lighting consistent with evening and lobby. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,loitering near the entrance,,,,,,,,,,,,,lobby,evening,1,,,,,,,,item_00742_cctv_T3_train_B
T3_cctv_B_008,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: loading dock. Time of day: morning. Number of visible people: 3. Activity: interacting with one another. Lighting consistent with morning and loading dock. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,interacting with one another,,,,,,,,,,,,,loading dock,morning,3,,,,,,,,item_00743_cctv_T3_train_B
T3_cctv_B_009,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: office hallway. Time of day: midday. Number of visible people: 2. Activity: passing each other. Lighting consistent with midday and office hallway. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,passing each other,,,,,,,,,,,,,office hallway,midday,2,,,,,,,,item_00744_cctv_T3_train_B
T3_cctv_B_010,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: parking lot. Time of day: night. Number of visible people: 2. Activity: walking through the frame. Lighting consistent with night and parking lot. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,walking through the frame,,,,,,,,,,,,,parking lot,night,2,,,,,,,,item_00745_cctv_T3_train_B
T3_cctv_B_011,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: retail entrance. Time of day: midday. Number of visible people: 4. Activity: entering the building. Lighting consistent with midday and retail entrance. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,entering the building,,,,,,,,,,,,,retail entrance,midday,4,,,,,,,,item_00746_cctv_T3_train_B
T3_cctv_B_012,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: lobby. Time of day: evening. Number of visible people: 1. Activity: loitering near the entrance. Lighting consistent with evening and lobby. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,loitering near the entrance,,,,,,,,,,,,,lobby,evening,1,,,,,,,,item_00747_cctv_T3_train_B
T3_cctv_B_013,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: loading dock. Time of day: morning. Number of visible people: 3. Activity: interacting with one another. Lighting consistent with morning and loading dock. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,interacting with one another,,,,,,,,,,,,,loading dock,morning,3,,,,,,,,item_00748_cctv_T3_train_B
T3_cctv_B_014,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,B,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: office hallway. Time of day: midday. Number of visible people: 2. Activity: passing each other. Lighting consistent with midday and office hallway. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,passing each other,,,,,,,,,,,,,office hallway,midday,2,,,,,,,,item_00749_cctv_T3_train_B
T3_cctv_C_000,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: parking lot. Time of day: night. Number of visible people: 2. Activity: walking through the frame. Lighting consistent with night and parking lot. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,walking through the frame,,,,,,,,,,,,,parking lot,night,2,,,,,,,,item_00750_cctv_T3_train_C
T3_cctv_C_001,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: retail entrance. Time of day: midday. Number of visible people: 4. Activity: entering the building. Lighting consistent with midday and retail entrance. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,entering the building,,,,,,,,,,,,,retail entrance,midday,4,,,,,,,,item_00751_cctv_T3_train_C
T3_cctv_C_002,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: lobby. Time of day: evening. Number of visible people: 1. Activity: loitering near the entrance. Lighting consistent with evening and lobby. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,loitering near the entrance,,,,,,,,,,,,,lobby,evening,1,,,,,,,,item_00752_cctv_T3_train_C
T3_cctv_C_003,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: loading dock. Time of day: morning. Number of visible people: 3. Activity: interacting with one another. Lighting consistent with morning and loading dock. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,interacting with one another,,,,,,,,,,,,,loading dock,morning,3,,,,,,,,item_00753_cctv_T3_train_C
T3_cctv_C_004,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: office hallway. Time of day: midday. Number of visible people: 2. Activity: passing each other. Lighting consistent with midday and office hallway. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,passing each other,,,,,,,,,,,,,office hallway,midday,2,,,,,,,,item_00754_cctv_T3_train_C
T3_cctv_C_005,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: parking lot. Time of day: night. Number of visible people: 2. Activity: walking through the frame. Lighting consistent with night and parking lot. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,walking through the frame,,,,,,,,,,,,,parking lot,night,2,,,,,,,,item_00755_cctv_T3_train_C
T3_cctv_C_006,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: retail entrance. Time of day: midday. Number of visible people: 4. Activity: entering the building. Lighting consistent with midday and retail entrance. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,entering the building,,,,,,,,,,,,,retail entrance,midday,4,,,,,,,,item_00756_cctv_T3_train_C
T3_cctv_C_007,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: lobby. Time of day: evening. Number of visible people: 1. Activity: loitering near the entrance. Lighting consistent with evening and lobby. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,loitering near the entrance,,,,,,,,,,,,,lobby,evening,1,,,,,,,,item_00757_cctv_T3_train_C
T3_cctv_C_008,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: loading dock. Time of day: morning. Number of visible people: 3. Activity: interacting with one another. Lighting consistent with morning and loading dock. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,interacting with one another,,,,,,,,,,,,,loading dock,morning,3,,,,,,,,item_00758_cctv_T3_train_C
T3_cctv_C_009,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: office hallway. Time of day: midday. Number of visible people: 2. Activity: passing each other. Lighting consistent with midday and office hallway. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,passing each other,,,,,,,,,,,,,office hallway,midday,2,,,,,,,,item_00759_cctv_T3_train_C
T3_cctv_C_010,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: parking lot. Time of day: night. Number of visible people: 2. Activity: walking through the frame. Lighting consistent with night and parking lot. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,walking through the frame,,,,,,,,,,,,,parking lot,night,2,,,,,,,,item_00760_cctv_T3_train_C
T3_cctv_C_011,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: retail entrance. Time of day: midday. Number of visible people: 4. Activity: entering the building. Lighting consistent with midday and retail entrance. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,entering the building,,,,,,,,,,,,,retail entrance,midday,4,,,,,,,,item_00761_cctv_T3_train_C
T3_cctv_C_012,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: lobby. Time of day: evening. Number of visible people: 1. Activity: loitering near the entrance. Lighting consistent with evening and lobby. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,loitering near the entrance,,,,,,,,,,,,,lobby,evening,1,,,,,,,,item_00762_cctv_T3_train_C
T3_cctv_C_013,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: loading dock. Time of day: morning. Number of visible people: 3. Activity: interacting with one another. Lighting consistent with morning and loading dock. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,interacting with one another,,,,,,,,,,,,,loading dock,morning,3,,,,,,,,item_00763_cctv_T3_train_C
T3_cctv_C_014,fabricated,,,,,cctv_T3_train,cctv_train_T3,,,,,,,,,,,,,,,,,,,,cctv,T3,train,C,X-T3-CCT,"Generate a still frame from a surveillance camera, photorealistic and grounded in the visual qualities of real CCTV footage: slightly low resolution, fixed-mount perspective from above (~3 meters elevation, slight wide-angle distortion), mild motion blur on moving subjects, visible compression artifacts. Scene: office hallway. Time of day: midday. Number of visible people: 2. Activity: passing each other. Lighting consistent with midday and office hallway. Include only mundane, plausible details — no logos, no recognizable text on signs, no identifiable faces. The frame should look like an unremarkable still pulled from real institutional surveillance footage.",0,,,,,,,,passing each other,,,,,,,,,,,,,office hallway,midday,2,,,,,,,,item_00764_cctv_T3_train_C
T3_dashcam_A_000,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: highway, clear, midday. Include moderate vehicles ahead and to the sides, lane markings appropriate to highway, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with midday and clear. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,midday,,highway,clear,moderate,,,,,item_00765_dashcam_T3_train_A
T3_dashcam_A_001,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: city street, overcast, evening. Include heavy vehicles ahead and to the sides, lane markings appropriate to city street, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with evening and overcast. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,evening,,city street,overcast,heavy,,,,,item_00766_dashcam_T3_train_A
T3_dashcam_A_002,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: residential street, light rain, morning. Include sparse vehicles ahead and to the sides, lane markings appropriate to residential street, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with morning and light rain. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,morning,,residential street,light rain,sparse,,,,,item_00767_dashcam_T3_train_A
T3_dashcam_A_003,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: intersection, fog, night. Include moderate vehicles ahead and to the sides, lane markings appropriate to intersection, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with night and fog. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,night,,intersection,fog,moderate,,,,,item_00768_dashcam_T3_train_A
T3_dashcam_A_004,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: highway, light snow, dusk. Include moderate vehicles ahead and to the sides, lane markings appropriate to highway, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with dusk and light snow. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,dusk,,highway,light snow,moderate,,,,,item_00769_dashcam_T3_train_A
T3_dashcam_A_005,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: highway, clear, midday. Include moderate vehicles ahead and to the sides, lane markings appropriate to highway, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with midday and clear. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,midday,,highway,clear,moderate,,,,,item_00770_dashcam_T3_train_A
T3_dashcam_A_006,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: city street, overcast, evening. Include heavy vehicles ahead and to the sides, lane markings appropriate to city street, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with evening and overcast. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,evening,,city street,overcast,heavy,,,,,item_00771_dashcam_T3_train_A
T3_dashcam_A_007,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: residential street, light rain, morning. Include sparse vehicles ahead and to the sides, lane markings appropriate to residential street, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with morning and light rain. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,morning,,residential street,light rain,sparse,,,,,item_00772_dashcam_T3_train_A
T3_dashcam_A_008,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: intersection, fog, night. Include moderate vehicles ahead and to the sides, lane markings appropriate to intersection, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with night and fog. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,night,,intersection,fog,moderate,,,,,item_00773_dashcam_T3_train_A
T3_dashcam_A_009,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: highway, light snow, dusk. Include moderate vehicles ahead and to the sides, lane markings appropriate to highway, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with dusk and light snow. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,dusk,,highway,light snow,moderate,,,,,item_00774_dashcam_T3_train_A
T3_dashcam_A_010,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: highway, clear, midday. Include moderate vehicles ahead and to the sides, lane markings appropriate to highway, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with midday and clear. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,midday,,highway,clear,moderate,,,,,item_00775_dashcam_T3_train_A
T3_dashcam_A_011,fabricated,,,,,dashcam_T3_train,dashcam_train_T3,,,,,,,,,,,,,,,,,,,,dashcam,T3,train,A,X-T3-DSH,"Generate a still frame from a vehicle dashboard camera, photorealistic and grounded in the visual qualities of real dashcam footage: slightly wide-angle lens, vehicle hood visible at the bottom edge, slight reflection on the windshield, mild motion blur on lane markings and moving objects. Scene: city street, overcast, evening. Include heavy vehicles ahead and to the sides, lane markings appropriate to city street, and roadside features consistent with the setting (trees, buildings, signage, etc.). Lighting and atmosphere consistent with evening and overcast. No identifiable license plates, no recognizable brand logos. The frame should look like an unremarkable still pulled from real dashcam footage.",0,,,,,,,,,,,,,,,,,,,,,,evening,,city street,overcast,heavy,,,,,item_00776_dashcam_T3_train_A
